"","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","p_0001","v_113","v_114","meduse_1","meduse_2","meduse_3","medtime_1","medtime_2","medtime_3","medcondsoz_1","medcondsoz_2","medcondsoz_3","medcondsoz_4","medcondsoz_5","medcondsoz_6","medcondsoz_7","medcondsoz_8","medcondsoz_9","medcondsoz_10","v_48","medcondsoz_11","med_act","finan1","finan2","finan3","trust1","trust2","trust3","trust4","trust5","tsec1","tsec2","tsec3","tfree1","tfree2","tfree3","ssec1","ssec2","ssec3","sfree1","sfree2","sfree3","att","man_finance","man_finance_ctrl","man_eff","man_eff_ctrl","man_acc1","man_acc2","narrative_1","narrative_2","narrative_3","narrative_4","narrative_5","narrative_6","narrative_7","narrative_8","man_check1","man_check2","v_126","v_127","heiz1","heiz2","heiz3","heiz4","heiz5","heiz6","heiz7","heiz8","heiz9","heiz10","v_109","pol","v_7","SES","gender","age","browser","referer","device_type","participant_browser","participant_browser_version","participant_os","participant_device","participant_brand","participant_model","participant_isbot","participant_continent","participant_country","participant_region","participant_city","participant_latitude","participant_longitude","quota","quota_assignment","quota_rejected_id","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","date_of_last_access","date_of_first_mail","rts7164300","rts7164302","rts7164304","rts7164305","rts7164306","rts7164307","rts7164308","rts7164309","rts7164310","rts7164312","rts7164313","rts7164314","rts7164315","rts7164316","rts7164317","rts7164318","rts7164319","rts7164320","rts7164321","rts7164322","rnd_pg_7164311_1","rnd_pg_7164311_2","rnd_pg_7164311_3","rnd_pg_7164311_4","rnd_pg_7164311_5","rnd_pg_7164311_6","rnd_pg_7164311_7","rnd_pg_7164311_8"
"1791",210,0,0,31,7164323,NA,869,2,291086031730706,0,1,2,8,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,4,5,1,3,3,5,5,5,4,4,4,6,5,5,3,3,3,2,4,NA,5,NA,3,3,2,4,1,4,1,4,1,4,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,6,1,62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164319,7164312,7164314,7164316,7164318,7164317,7164313,7164315,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"e848f13a07fd54c64f0a1a1c387d1cb2",1,0,1730316823,"2024-10-30 19:33:43","2024-10-30 19:48:12","0000-00-00 00:00:00",11,0,109,188,251,420,494,560,570,624,753,645,787,659,739,700,601,817,826,869,7164319,7164312,7164314,7164316,7164318,7164317,7164313,7164315
"1801",211,0,0,31,7164323,NA,135,2,289768832934008,0,1,5,3,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,5,3,3,3,4,3,3,2,3,3,5,3,3,5,4,4,2,4,NA,4,NA,2,3,3,3,3,3,3,3,3,3,4,3,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,3,NA,7,2,59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164309,7164309,7164310,7164311,7164314,7164312,7164319,7164317,7164318,7164313,7164316,7164315,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"3bfb0179f038cad88f266ef96e6c88ac",1,0,1730317108,"2024-10-30 19:38:28","2024-10-30 19:40:43","0000-00-00 00:00:00",4,0,19,33,40,44,52,68,72,80,98,77,107,102,88,95,84,113,119,135,7164314,7164312,7164319,7164317,7164318,7164313,7164316,7164315
"1811",212,0,0,31,7164323,NA,244,1,291086030810298,0,1,9,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,4,5,4,5,4,5,3,6,4,2,6,3,2,5,3,2,7,4,1,3,NA,6,NA,4,4,4,3,3,4,4,4,3,3,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,9,NA,6,2,22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164304,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164314,7164313,7164319,7164319,7164319,7164316,7164312,7164318,7164317,7164315,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"221c909cd5635aaa52c9e75c3d3539dc",1,0,1730319430,"2024-10-30 20:17:10","2024-10-30 20:21:14","0000-00-00 00:00:00",11,0,65,81,93,96,115,125,128,180,139,136,212,174,208,189,149,218,222,244,7164314,7164313,7164319,7164316,7164312,7164318,7164317,7164315
"1821",213,0,0,31,7164323,NA,618,1,291182959606818,0,1,1,7,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,5,2,3,1,1,5,4,3,4,0,5,5,5,6,6,6,1,3,NA,3,NA,1,1,3,1,1,1,3,3,3,4,2,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,7,2,75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164317,7164312,7164316,7164318,7164319,7164314,7164315,7164313,7164320,7164321,7164322,7164323",0,1,0,NA,NA,"7d83bbe836d6da11b93867fb847e0659",1,0,1730320571,"2024-10-30 20:36:11","2024-10-30 20:46:29","0000-00-00 00:00:00",7,0,57,115,164,192,252,303,315,382,491,463,475,395,362,407,432,512,525,618,7164317,7164312,7164316,7164318,7164319,7164314,7164315,7164313
"1831",214,0,0,31,7164323,NA,683,1,291182960069857,0,1,2,9,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,2,5,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,NA,5,NA,3,3,3,2,3,4,1,3,3,3,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,7,2,70,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164312,7164319,7164316,7164318,7164313,7164317,7164315,7164314,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"3b565cada23d8b1fa2e99ff854167d6b",1,0,1730321061,"2024-10-30 20:44:21","2024-10-30 20:55:44","0000-00-00 00:00:00",9,0,90,196,259,305,378,448,454,487,566,608,585,530,576,550,518,632,644,683,7164312,7164319,7164316,7164318,7164313,7164317,7164315,7164314
"1841",215,0,0,31,7164323,NA,429,1,291086030902491,0,1,9,5,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,3,2,3,3,5,5,5,5,4,5,5,5,5,5,4,5,1,4,NA,4,NA,3,2,2,4,2,3,2,3,3,3,3,3,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,10,NA,3,1,40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:109.0) Gecko/20100101 Firefox/115.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164319,7164313,7164318,7164315,7164316,7164312,7164314,7164317,7164320,7164321,7164322,7164323",1,1,0,NA,NA,"acdeffad4de58e3475a7f6a9a5c0565f",1,0,1730326606,"2024-10-30 22:16:46","2024-10-30 22:23:55","0000-00-00 00:00:00",4,0,59,87,122,151,283,320,325,379,347,383,364,374,387,354,338,398,403,429,7164319,7164313,7164318,7164315,7164316,7164312,7164314,7164317
"1851",216,0,0,31,7164323,NA,343,2,291182959694916,0,1,7,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,3,4,1,4,5,5,5,5,3,3,3,3,3,3,3,3,3,1,2,NA,5,NA,3,3,3,4,1,4,2,4,2,3,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,6,NA,6,2,72,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164319,7164313,7164318,7164314,7164312,7164316,7164315,7164317,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"aff8da58f6ed333e7367ef4b28b99895",1,0,1730326742,"2024-10-30 22:19:02","2024-10-30 22:24:45","0000-00-00 00:00:00",3,0,38,66,92,100,131,159,165,244,202,231,287,263,304,218,184,318,323,343,7164319,7164313,7164318,7164314,7164312,7164316,7164315,7164317
"1861",217,0,0,31,7164323,NA,631,1,291182960101617,0,1,2,1,8,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,1,2,1,1,4,5,3,5,4,4,7,7,7,7,7,7,1,5,NA,1,NA,1,1,4,3,4,3,2,2,4,1,1,1,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,7,NA,5,1,79,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:132.0) Gecko/20100101 Firefox/132.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164312,7164315,7164317,7164319,7164318,7164313,7164314,7164316,7164320,7164321,7164322,7164323",1,1,0,NA,NA,"18b9ce7e9a5079ac0c2c45fb0379edc0",1,0,1730330799,"2024-10-30 23:26:39","2024-10-30 23:37:10","0000-00-00 00:00:00",5,0,86,145,180,290,332,367,377,403,535,552,438,567,468,509,487,584,593,631,7164312,7164315,7164317,7164319,7164318,7164313,7164314,7164316
"1871",218,0,0,31,7164323,NA,883,1,291182959475955,0,1,7,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,5,5,1,1,1,5,6,5,6,6,4,4,5,1,2,4,4,1,3,NA,6,NA,5,4,5,2,5,3,5,4,3,5,5,5,NA,NA,1,1,0,0,0,0,0,0,0,1,"PV-Anlage",10,NA,3,2,61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164315,7164313,7164314,7164319,7164312,7164318,7164317,7164316,7164320,7164321,7164322,7164323",0,1,0,NA,NA,"43e12cc8c55152ae1d86596865ffae3e",1,0,1730331849,"2024-10-30 23:44:09","2024-10-30 23:58:52","0000-00-00 00:00:00",21,0,152,381,490,563,633,671,675,768,719,743,710,820,810,777,760,832,856,883,7164315,7164313,7164314,7164319,7164312,7164318,7164317,7164316
"1881",219,0,0,31,7164323,NA,860,2,291182959675453,0,1,1,9,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,2,1,1,1,1,2,3,4,5,4,4,7,7,7,7,7,7,1,5,NA,1,NA,1,1,3,1,3,2,4,1,2,1,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,7,NA,6,2,73,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.140",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164312,7164318,7164319,7164315,7164314,7164317,7164316,7164313,7164320,7164321,7164322,7164323",1,0,0,NA,NA,"638b1861d4f2e5d316775b2241e01ccf",1,0,1730334066,"2024-10-31 00:21:06","2024-10-31 00:35:26","0000-00-00 00:00:00",9,0,131,190,268,376,415,462,475,510,794,680,642,758,719,557,589,811,819,860,7164312,7164318,7164319,7164315,7164314,7164317,7164316,7164313
"1891",220,0,0,31,7164323,NA,1003,1,291182959857798,0,1,6,1,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,5,3,2,3,1,3,6,4,6,4,4,7,7,7,7,7,7,1,5,NA,5,NA,1,1,4,1,1,5,1,3,3,1,1,5,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,6,NA,3,1,51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","https://meinungsplatz.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164314,7164312,7164317,7164319,7164316,7164318,7164313,7164315,7164320,7164321,7164322,7164323",0,1,0,NA,NA,"68859dd1b8f1270d56e4b2dd75780f7b",1,0,1730349666,"2024-10-31 04:41:06","2024-10-31 04:57:49","0000-00-00 00:00:00",7,0,174,251,388,584,645,690,705,763,865,740,900,844,813,858,824,957,962,1003,7164314,7164312,7164317,7164319,7164316,7164318,7164313,7164315
"1901",221,0,0,31,7164323,NA,734,1,291182959892632,0,1,1,1,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,2,4,2,2,2,4,4,5,4,3,5,5,5,5,5,5,1,3,NA,3,NA,2,2,3,3,3,3,3,3,3,3,2,2,NA,NA,0,0,0,0,0,1,1,0,0,0,NA,6,NA,5,2,75,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164317,7164315,7164314,7164316,7164313,7164319,7164318,7164312,7164320,7164321,7164322,7164323",0,1,0,NA,NA,"0fed480f69a68e97500d6b64c9c45cd4",1,0,1730352536,"2024-10-31 05:28:56","2024-10-31 05:41:10","0000-00-00 00:00:00",10,0,87,151,190,247,288,373,382,643,561,515,488,542,423,619,588,663,682,734,7164317,7164315,7164314,7164316,7164313,7164319,7164318,7164312
"1911",222,0,0,31,7164323,NA,649,1,291182959743059,0,1,1,2,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,7,6,1,4,4,1,4,3,3,4,2,4,6,5,5,4,6,1,2,NA,5,NA,4,4,5,4,1,5,1,4,2,3,3,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,8,1,63,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164319,7164315,7164316,7164312,7164314,7164317,7164313,7164318,7164320,7164321,7164322,7164323",0,1,0,NA,NA,"c2227df999b026d27977473751b203a1",1,0,1730353903,"2024-10-31 05:51:43","2024-10-31 06:02:32","0000-00-00 00:00:00",5,0,66,122,177,269,335,379,388,496,571,524,461,479,552,582,424,606,614,649,7164319,7164315,7164316,7164312,7164314,7164317,7164313,7164318
"1921",224,0,0,31,7164323,NA,806,1,291182959943846,0,1,1,1,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,4,3,4,4,3,3,3,4,3,3,3,3,3,4,2,2,1,2,NA,6,NA,4,4,3,5,2,5,2,4,3,4,3,3,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,1,NA,7,1,73,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164318,7164313,7164319,7164314,7164312,7164315,7164317,7164316,7164320,7164321,7164322,7164323",1,1,0,NA,NA,"c52c69d28d8acc82ba82f72d1d56bbab",1,0,1730356273,"2024-10-31 06:31:13","2024-10-31 06:44:39","0000-00-00 00:00:00",4,0,61,112,153,212,255,305,309,546,430,514,604,704,660,390,467,735,748,806,7164318,7164313,7164319,7164314,7164312,7164315,7164317,7164316
"1931",225,0,0,31,7164323,NA,367,1,291182959661112,0,1,3,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,7,6,2,6,7,2,4,3,4,4,4,3,3,3,3,2,2,2,2,NA,6,NA,4,4,4,4,1,4,1,4,3,4,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,7,1,75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://meinungsplatz.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164318,7164312,7164317,7164314,7164315,7164319,7164313,7164316,7164320,7164321,7164322,7164323",1,1,0,NA,NA,"7c82e8c784e6f5cb7b55be557cf24fb6",1,0,1730356352,"2024-10-31 06:32:32","2024-10-31 06:38:39","0000-00-00 00:00:00",5,0,45,86,127,134,167,196,201,228,289,263,273,308,243,220,282,321,328,367,7164318,7164312,7164317,7164314,7164315,7164319,7164313,7164316
"1941",226,0,0,31,7164323,NA,761,1,291182959790184,0,1,1,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,6,7,6,1,5,5,4,5,3,5,3,4,3,3,1,3,3,5,1,1,NA,5,NA,4,4,1,5,2,5,1,4,4,5,4,4,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernwärme",3,NA,7,1,70,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-1und1-02.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164313,7164312,7164317,7164316,7164314,7164315,7164319,7164318,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"22879be38ed8712ec1a83d496e14efc0",1,0,1730358518,"2024-10-31 07:08:38","2024-10-31 07:21:19","0000-00-00 00:00:00",7,0,72,120,172,310,375,435,445,493,479,583,618,551,535,670,636,689,717,761,7164313,7164312,7164317,7164316,7164314,7164315,7164319,7164318
"1951",227,0,0,31,7164323,NA,302,1,291086030888149,0,1,9,2,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,2,4,NA,4,NA,3,3,3,3,3,3,2,3,3,3,3,3,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,2,NA,6,1,46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164317,7164313,7164315,7164312,7164319,7164318,7164314,7164316,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"53756a7da9b18e33f6ced52f8d7bcde4",1,0,1730359014,"2024-10-31 07:16:54","2024-10-31 07:21:56","0000-00-00 00:00:00",8,0,35,57,75,112,140,168,171,232,211,251,223,264,196,243,236,277,282,302,7164317,7164313,7164315,7164312,7164319,7164318,7164314,7164316
"1961",228,0,0,31,7164323,NA,481,1,291182959548430,0,1,6,8,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,5,4,3,3,2,4,5,4,5,5,4,4,4,4,4,5,5,2,1,NA,4,NA,3,3,3,3,2,4,2,4,3,3,4,3,NA,NA,0,1,0,0,0,1,0,0,0,0,NA,7,NA,6,1,56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164318,7164316,7164313,7164312,7164317,7164314,7164319,7164315,7164320,7164321,7164322,7164322,7164323",1,1,0,NA,NA,"9b72f2ab919ab02892d6dab1ec948aeb",1,0,1730359200,"2024-10-31 07:20:00","2024-10-31 07:28:01","0000-00-00 00:00:00",7,0,51,115,157,167,215,245,253,333,318,365,402,298,349,277,381,421,451,481,7164318,7164316,7164313,7164312,7164317,7164314,7164319,7164315
"1971",229,0,0,31,7164323,NA,678,1,291182959503614,0,1,1,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,7,6,1,4,5,4,6,4,4,4,4,3,3,3,3,3,3,1,2,NA,5,NA,3,2,1,1,1,2,1,1,1,2,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,7,2,72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164319,7164315,7164314,7164316,7164317,7164312,7164318,7164313,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"6de8e6cb3db1dfc611d4f9920860f0e5",1,0,1730359563,"2024-10-31 07:26:03","2024-10-31 07:37:21","0000-00-00 00:00:00",7,0,100,162,202,342,390,447,455,606,615,574,530,586,593,610,498,635,643,678,7164319,7164315,7164314,7164316,7164317,7164312,7164318,7164313
"1981",230,0,0,31,7164323,NA,578,1,291182959961264,0,1,8,9,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,5,4,1,4,4,4,5,3,5,6,6,5,5,4,5,4,4,2,3,NA,4,NA,3,3,1,3,5,3,5,5,1,5,3,3,NA,NA,0,0,0,0,0,0,1,0,1,0,NA,3,NA,5,2,72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164318,7164313,7164315,7164314,7164316,7164317,7164319,7164312,7164320,7164321,7164322,7164323",1,0,0,NA,NA,"9790548c2bd5b811496afb7ec0d70a02",1,0,1730362007,"2024-10-31 08:06:47","2024-10-31 08:16:25","0000-00-00 00:00:00",11,0,84,151,207,219,285,357,370,490,402,454,440,468,476,389,483,511,531,578,7164318,7164313,7164315,7164314,7164316,7164317,7164319,7164312
"1991",232,0,0,31,7164323,NA,457,1,291182959598623,0,1,1,8,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,6,4,2,3,3,4,6,4,4,4,4,7,6,5,7,7,7,1,5,NA,3,NA,1,2,4,3,1,3,2,3,3,4,3,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,6,NA,5,1,71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164304,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164317,7164314,7164313,7164316,7164315,7164319,7164312,7164318,7164320,7164321,7164322,7164323",1,1,0,NA,NA,"e2f723f993c9c995400d131423202a1a",1,0,1730363620,"2024-10-31 08:33:40","2024-10-31 08:41:17","0000-00-00 00:00:00",7,0,73,113,142,191,230,265,271,400,352,330,375,367,308,405,386,418,425,457,7164317,7164314,7164313,7164316,7164315,7164319,7164312,7164318
"2001",234,0,0,31,7164323,NA,479,1,291086030625908,0,1,2,5,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,5,2,3,3,4,3,4,4,2,3,5,5,4,5,5,0,1,2,NA,3,NA,3,3,3,2,3,2,3,4,2,3,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,5,NA,8,2,52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0 TO-Browser/TOB7.131.0.307_01","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164313,7164319,7164312,7164315,7164317,7164314,7164316,7164318,7164320,7164321,7164322,7164323",0,1,0,NA,NA,"538eca8269b6aa7dc1d86b7f5fbfdead",1,0,1730364382,"2024-10-31 08:46:22","2024-10-31 08:54:21","0000-00-00 00:00:00",7,0,68,117,159,169,204,243,248,307,270,362,327,377,339,384,289,415,425,479,7164313,7164319,7164312,7164315,7164317,7164314,7164316,7164318
"2011",235,0,0,31,7164323,NA,1472,1,291086030924004,0,1,3,2,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,4,3,2,4,3,4,4,4,5,4,4,6,6,4,6,6,5,1,2,NA,4,NA,3,3,2,3,3,4,2,5,4,2,3,2,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernwärme",1,NA,4,1,73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7164300,7164301,7164304,7164305,7164306,7164307,7164308,7164309,7164310,7164311,7164316,7164318,7164317,7164315,7164314,7164312,7164313,7164319,7164320,7164321,7164322,7164323",0,0,0,NA,NA,"8c5aacbd9359c819ad285c9296573de7",1,0,1730365552,"2024-10-31 09:05:52","2024-10-31 09:30:24","0000-00-00 00:00:00",11,0,147,270,349,557,656,781,804,1183,1247,1139,1092,879,1015,946,1305,1353,1394,1472,7164316,7164318,7164317,7164315,7164314,7164312,7164313,7164319
